SeqName	Length	Cys	NT	NR	RefSeq	SwissProt	KOALAKEGG	Hits	PFAM	SignalP?	Allergenic?	Conserved?	GO ?	EC	Up in males/larvae?	Class
SSAE_00120	1059	1	Solenopsis invicta uncharacterized LOC105205471 (LOC105205471) mRNA	PREDICTED: uncharacterized protein LOC105205471	gi|751238386|ref|XP_011173139.1|PREDICTED: uncharacterized protein LOC105205471 [Solenopsis invicta]	NA	none	blasted	rve              	No	Allergenic	conserved	F:nucleic acid binding; P:DNA integration	none	no	Allergenic conserved rve  
SSAE_00121	488	4	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_00122	400	2	Wasmannia auropunctata disco-interacting 2 (LOC105458773) transcript variant mRNA	disco-interacting 2 isoform X3	gi|322791092|gb|EFZ15674.1|hypothetical protein SINV_00956, partial [Solenopsis invicta]	DIP2_DROME Disco-interacting 2 OS=Drosophila melanogaster GN=DIP2 PE=1 SV=2	none	blasted	no	No	Allergenic	conserved	F:catalytic activity; P:metabolic process	none	no	Allergenic conserved transcript 
SSAE_00123	342	2	NA	NA	NA	NA	none	unknown	no	No	Allergenic	unique	none	none	no	unknown Allergenic unique 
SSAE_00124	617	7	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	Unrelated	unrelated unknown conserved transcript 
SSAE_00125	329	4	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_00126	673	1	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_00127	396	3	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_00128	203	2	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_00129	419	2	Sus scrofa BAC clone CHORI242_232I11_Contig4	NA	NA	NA	none	blasted	no	Secreted	no	-	none	none	no	Secreted  
SSAE_00130	269	0	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	conserved	none	none	no	unknown Secreted Allergenic conserved transcript 
SSAE_00131	442	1	Homo sapiens 12 BAC RP11-670P16 (Roswell Park Cancer Institute Human BAC Library) complete sequence	NA	NA	NA	none	blasted	no	No	Allergenic	-	none	none	no	Allergenic  
SSAE_00132	465	5	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_00133	349	9	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_00134	582	1	Wasmannia auropunctata odorant receptor 13a-like (LOC105449985) transcript variant mRNA	probable cytochrome P450 4aa1	gi|751227268|ref|XP_011167109.1|PREDICTED: probable cytochrome P450 4aa1, partial [Solenopsis invicta]	NA	none	blasted	no	No	no	-	F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; P:oxidation-reduction process; F:heme binding	none	no	similar to 
SSAE_00136	459	2	Wasmannia auropunctata uncharacterized LOC105462995 (LOC105462995) transcript variant mRNA	PREDICTED: uncharacterized protein LOC108692893	gi|1068425160|ref|XP_018056936.1|PREDICTED: uncharacterized protein LOC108692893 [Atta colombica]	NA	none	blasted	no	No	no	conserved	C:membrane	none	no	conserved transcript 
SSAE_00137	624	4	Vollenhovia emeryi Down syndrome cell adhesion molecule Dscam2 (LOC105562542) transcript variant mRNA	Down syndrome cell adhesion molecule Dscam2	gi|801391093|ref|XP_012057631.1|PREDICTED: Down syndrome cell adhesion molecule-like protein Dscam2 [Atta cephalotes]	DSCL_DROME Down syndrome cell adhesion molecule Dscam2 OS=Drosophila melanogaster GN=Dscam2 PE=2 SV=3	Down syndrome cell adhesion molecule-like protein 1	blasted	I-set            	No	no	conserved	nucleic acid binding,integral component of membrane	none	no	conserved I-set  
SSAE_00138	496	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_00139	496	4	Trachymyrmex cornetzi cadherin-89D (LOC108760394) transcript variant mRNA	PREDICTED: cadherin-89D	gi|780657270|ref|XP_011691920.1|PREDICTED: cadherin-89D [Wasmannia auropunctata]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_00140	619	8	Solenopsis invicta uncharacterized LOC105193525 (LOC105193525) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_00141	384	5	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_00142	343	0	Solenopsis invicta uncharacterized LOC105206174 (LOC105206174) mRNA	PREDICTED: uncharacterized protein LOC105206174, partial	gi|751239956|ref|XP_011173991.1|PREDICTED: uncharacterized protein LOC105206174, partial [Solenopsis invicta]	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_00143	742	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_00144	1160	1	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_00145	193	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_00146	716	3	Vollenhovia emeryi E3 ubiquitin- ligase TRIP12 (LOC105557598) transcript variant mRNA	NA	NA	NA	none	blasted	no	Secreted	no	conserved	none	none	no	Secreted conserved transcript 
SSAE_00147	174	2	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_00148	171	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_00149	935	0	NA	hypothetical protein ALC60_13199	gi|1012973362|gb|KYQ47774.1|hypothetical protein ALC60_13199 [Trachymyrmex zeteki]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_00150	335	1	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	-	none	none	no	unknown Secreted Allergenic  
SSAE_00151	858	1	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_00152	573	8	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	conserved	none	none	no	unknown Secreted Allergenic conserved transcript 
SSAE_00153	684	0	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_00154	721	3	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_00155	671	0	Cyphomyrmex costatus uncharacterized LOC108777142 (LOC108777142) mRNA	General transcription factor II-I repeat domain-containing 2	gi|1009390797|gb|KYN12158.1|hypothetical protein ALC57_15677 [Trachymyrmex cornetzi]	NA	none	blasted	no	No	no	-	F:nucleic acid binding; F:zinc ion binding	none	no	similar to 
SSAE_00156	417	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript
SSAE_00157	444	4	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	Unrelated	unrelated unknown Secreted conserved transcript 
SSAE_00158	133	0	Macaca fascicularis complete chromosome chr2	PREDICTED: putative uncharacterized protein FLJ45256	gi|397485197|ref|XP_003813744.1|PREDICTED: putative uncharacterized protein FLJ45256 [Pan paniscus]	YP007_HUMAN Putative uncharacterized protein FLJ45256 OS=Homo sapiens PE=2 SV=3	none	blasted	no	No	no	unique	none	none	no	unique  
SSAE_00159	434	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_00160	974	3	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_00161	167	4	NA	NA	NA	NA	none	unknown	no	No	Allergenic	unique	none	none	no	unknown Allergenic unique  
SSAE_00162	797	3	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_00163	530	6	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_00164	1004	6	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	conserved	none	none	no	unknown Secreted Allergenic conserved transcript 
SSAE_00165	223	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_00167	1056	1	Trachymyrmex cornetzi serine threonine- kinase SMG1 (LOC108759428) transcript variant mRNA	serine threonine- kinase SMG1	gi|936594437|ref|XP_014210563.1|PREDICTED: serine/threonine-protein kinase SMG1 [Copidosoma floridanum]	SMG1_MOUSE Serine threonine- kinase SMG1 OS=Mus musculus GN=Smg1 PE=1 SV=3	none	blasted	no	Secreted	Allergenic	conserved	F:nucleotide binding; F:ATP binding; P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; P:phosphorylation; F:transferase activity; F:protein serine/threonine kinase activity; P:protein phosphorylation; F:kinase activity	none	no	Secreted Allergenic conserved transcript 
SSAE_00168	959	3	Cephus cinctus uncharacterized LOC107271397 (LOC107271397) transcript variant ncRNA	retrovirus-related pol poly from transposon tnt 1-94	gi|861625166|gb|KMQ88472.1|retrovirus-related gag-pol polyprotein [Lasius niger]	NA	none	blasted	DUF4219; Retrotran_gag_2	No	no	conserved	F:nucleic acid binding; F:zinc ion binding; P:DNA integration	none	no	conserved DUF4219; Retrotran_gag_2
SSAE_00169	656	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_00170	1029	0	Monomorium pharaonis DE-cadherin (LOC105837218) transcript variant mRNA	DE-cadherin-like isoform X1	gi|751232791|ref|XP_011170035.1|PREDICTED: DE-cadherin [Solenopsis invicta]	CADE_DROME DE-cadherin OS=Drosophila melanogaster GN=shg PE=1 SV=2	none	blasted	no	Secreted	no	conserved	F:calcium ion binding; C:integral component of membrane; P:homophilic cell adhesion via plasma membrane adhesion molecules; C:plasma membrane	none	no	Secreted conserved transcript 
SSAE_00171	418	4	Pseudomyrmex gracilis collagen alpha-1(XVIII) chain (LOC109856114) transcript variant mRNA	Collagen alpha-1(XV) chain	gi|1009393234|gb|KYN14411.1|Collagen alpha-1(XV) chain [Trachymyrmex cornetzi]	NA	none	blasted	no	No	no	conserved	C:collagen trimer	none	no	conserved transcript 
SSAE_00172	331	12	Bombyx mori genomic chromosome BAC clone: complete sequence	endonuclease-reverse transcriptase	gi|827561759|ref|XP_012551642.1|PREDICTED: uncharacterized protein LOC105842536 [Bombyx mori]	NA	none	blasted	no	Secreted	no	-	P:nucleic acid metabolic process; F:hydrolase activity	none	no	Secreted  
SSAE_00173	396	4	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_00174	755	4	Vollenhovia emeryi uncharacterized LOC105556769 (LOC105556769) mRNA	cytoplasmic antigen 1	gi|861562612|gb|KMQ81367.1|protease-associated pa [Lasius niger]	NA	none	blasted	no	No	no	conserved	F:aminoacyl-tRNA ligase activity	none	no	conserved transcript 
SSAE_00175	777	4	Harpegnathos saltator uncharacterized LOC105188312 (LOC105188312) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_00176	409	2	Rhinopithecus bieti methyl- binding domain 1 (MBD1) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	Allergenic	unique	none	none	no	Allergenic unique  
SSAE_00177	511	5	Solenopsis invicta uncharacterized LOC105204912 (LOC105204912) mRNA	RNA-directed DNA polymerase from mobile element jockey-like	gi|1009369401|gb|KYM94053.1|RNA-directed DNA polymerase from mobile element jockey [Cyphomyrmex costatus]	NA	none	blasted	no	No	no	-	P:RNA phosphodiester bond hydrolysis, endonucleolytic; F:nucleic acid binding; F:RNA-DNA hybrid ribonuclease activity	none	no	similar to 
SSAE_00178	1014	3	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_00179	635	4	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_00180	494	1	Solenopsis invicta uncharacterized LOC105206480 (LOC105206480) mRNA	NA	NA	NA	none	blasted	no	Secreted	no	-	none	none	no	Secreted  
SSAE_00181	96	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_00182	241	5	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	conserved	none	none	no	unknown Secreted Allergenic conserved transcript
SSAE_00183	594	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	Unrelated	unrelated unknown conserved transcript 
SSAE_00184	105	4	Pseudomyrmex gracilis uncharacterized LOC109852102 (LOC109852102) transcript variant mRNA	golgin subfamily A member 6 1	gi|322791584|gb|EFZ15952.1|hypothetical protein SINV_14161, partial [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_00185	656	12	Vollenhovia emeryi uncharacterized LOC105571236 (LOC105571236) mRNA	RNA-directed DNA polymerase from mobile element jockey-	gi|607359210|gb|EZA53582.1|hypothetical protein X777_06938 [Cerapachys biroi]	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_00186	406	0	Solenopsis invicta midnolin-A-like (LOC105207898) transcript variant mRNA	NA	NA	NA	none	blasted	no	Secreted	Allergenic	conserved	none	none	no	Secreted Allergenic conserved transcript 
SSAE_00187	717	3	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_00188	231	2	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_00189	518	4	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_00190	365	4	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_00191	725	4	Aphaenogaster texana isolate 4580aph ultra conserved element locus uce-1156 genomic sequence	NA	NA	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_00192	157	5	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_00193	347	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_00194	387	8	Trachymyrmex zeteki transmembrane emp24 domain-containing -like (LOC108722983) transcript variant mRNA	transmembrane emp24 domain-containing -like	gi|751207587|ref|XP_011156363.1|PREDICTED: transmembrane emp24 domain-containing protein-like [Solenopsis invicta]	TMED2_RAT Transmembrane emp24 domain-containing 2 OS=Rattus norvegicus GN=Tmed2 PE=1 SV=1	none	blasted	no	No	Allergenic	conserved	C:integral component of membrane; P:transport	none	no	Allergenic conserved transcript 
SSAE_00195	585	2	Dinoponera quadriceps uncharacterized LOC106741784 (LOC106741784) transcript variant mRNA	hypothetical protein SINV_06251, partial	gi|322786419|gb|EFZ12909.1|hypothetical protein SINV_06251, partial [Solenopsis invicta]	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_00196	835	1	Solenopsis invicta uncharacterized LOC105203576 (LOC105203576) transcript variant mRNA	Transcriptional-regulating factor 1	gi|751233959|ref|XP_011170690.1|PREDICTED: uncharacterized protein LOC105203576 isoform X2 [Solenopsis invicta]	SAEG1_CAEEL Suppressor of activated egl-4 1 OS=Caenorhabditis elegans GN=saeg-1 PE=1 SV=2	none	blasted	Myb_DNA-binding  	No	Allergenic	conserved	F:DNA binding; C:nucleus; F:metal ion binding	none	no	Allergenic conserved Myb_DNA-binding  
SSAE_00197	454	3	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_00198	658	2	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_00199	422	3	Homo sapiens BAC clone RP11-566O4 from complete sequence	Cleavage stimulation factor subunit 2	gi|733519061|gb|KHM00202.1|hypothetical protein KV24_16910, partial [Enterobacter hormaechei subsp. oharae]	XYNA_RUMFL Bifunctional endo-1,4-beta-xylanase OS=Ruminococcus flavefaciens GN=xynA PE=3 SV=1	none	blasted	no	No	no	unique	none	none	no	contaminant
SSAE_00200	422	3	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_00201	914	2	Camponotus floridanus uncharacterized LOC105256584 (LOC105256584) transcript variant mRNA	extracellular matrix-binding ebh-like	gi|751207338|ref|XP_011156230.1|PREDICTED: putative uncharacterized protein DDB_G0286901 [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_00202	1131	2	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_00203	529	4	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_00204	515	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_00205	338	0	Camponotus floridanus uncharacterized LOC105252406 (LOC105252406) ncRNA	PREDICTED: uncharacterized protein LOC105454755	gi|780673927|ref|XP_011695922.1|PREDICTED: uncharacterized protein LOC105454755 [Wasmannia auropunctata]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_00206	339	2	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_00207	606	4	Wolbachia endosymbiont of Drosophila simulans complete genome	succinate dehydrogenase flavo subunit	gi|1040468201|ref|WP_065094600.1|MULTISPECIES: succinate dehydrogenase flavoprotein subunit [Wolbachia]	SDHA_DICDI Succinate dehydrogenase	none	blasted	FAD_binding_2	Secreted	Allergenic	-	P:generation of precursor metabolites and energy; F:oxidoreductase activity	none	no	Secreted Allergenic FAD_binding_2
SSAE_00208	442	4	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	Solenopsidini	none	none	no	unknown Secreted Allergenic Solenopsidini  
SSAE_00209	777	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_00210	1178	11	NA	hypothetical protein SINV_13312, partial	gi|322791615|gb|EFZ15954.1|hypothetical protein SINV_13312, partial [Solenopsis invicta]	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_00211	418	2	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_00212	365	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic 
SSAE_00213	390	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	Unrelated	unrelated unknown conserved transcript 
SSAE_00214	461	1	Cyphomyrmex costatus uncharacterized LOC108779630 (LOC108779630) mRNA	enzymatic poly endonuclease reverse	gi|1189486721|gb|OSY18252.1|hypothetical protein B0D75_03785 [Entomoplasmatales bacterium EntAcro10]	POL4_DROME Retrovirus-related Pol poly from transposon 412 OS=Drosophila melanogaster GN=POL PE=3 SV=1	none	blasted	no	No	no	conserved	F:nucleic acid binding; P:nucleic acid phosphodiester bond hydrolysis; F:nucleotidyltransferase activity; F:endonuclease activity; P:DNA integration	none	no	conserved transcript 
